model,category,subtype,pair,layer,patch_type,alpha,progress,kl_ratio,logit_delta_ratio,patch_norm,a_ref_norm,b_ref_norm,norm_ratio_to_a,norm_ratio_to_b,norm_z,max_abs_norm_z,finite,off_manifold,high_progress,over_conversion,negative_progress,labels
glm4,passive,dative_passive,pass_chance_given,1,resid_in,0.750000,1.102929,0.179602,1.351728,8.226986,8.248938,8.241118,0.997339,0.998285,-0.705947,0.705947,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,1,resid_out,0.750000,1.118764,0.082802,1.316316,14.799284,14.823749,14.829759,0.998350,0.997945,-0.362138,0.362138,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,1,resid_in,1.000000,1.126374,0.214301,1.401980,8.241149,8.248938,8.241118,0.999056,1.000004,-0.283509,0.283509,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,1,resid_out,1.000000,1.186446,0.052063,1.363810,14.829801,14.823749,14.829759,1.000408,1.000003,0.352558,0.352558,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,2,resid_in,0.750000,1.118764,0.082802,1.316316,14.799284,14.823749,14.829759,0.998350,0.997945,-0.362138,0.362138,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,2,resid_out,0.750000,1.072193,0.029828,1.122870,15.610696,15.681336,15.665772,0.995495,0.996484,-0.301413,0.301413,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,2,resid_in,1.000000,1.186446,0.052063,1.363810,14.829801,14.823749,14.829759,1.000408,1.000003,0.352558,0.352558,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,2,resid_out,1.000000,1.120273,0.030078,1.179829,15.665792,15.681336,15.665772,0.999009,1.000001,0.403920,0.403920,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,3,resid_out,0.500000,0.831408,0.335875,1.032340,15.763695,15.919147,15.857332,0.990235,0.994095,-0.184013,0.184013,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,3,resid_in,0.750000,1.072193,0.029828,1.122870,15.610696,15.681336,15.665772,0.995495,0.996484,-0.301413,0.301413,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,3,resid_out,0.750000,1.080473,0.033927,1.131991,15.779008,15.919147,15.857332,0.991197,0.995061,-0.079122,0.079122,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,3,resid_in,1.000000,1.120273,0.030078,1.179829,15.665792,15.681336,15.665772,0.999009,1.000001,0.403920,0.403920,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,3,resid_out,1.000000,1.119074,0.029036,1.177097,15.857339,15.919147,15.857332,0.996117,1.000000,0.457422,0.457422,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,4,resid_in,0.500000,0.831408,0.335875,1.032340,15.763695,15.919147,15.857332,0.990235,0.994095,-0.184013,0.184013,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,4,resid_out,0.500000,0.849330,0.262610,1.019191,253.626877,253.637711,253.634369,0.999957,0.999970,0.072482,0.072482,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,4,resid_in,0.750000,1.080473,0.033927,1.131991,15.779008,15.919147,15.857332,0.991197,0.995061,-0.079122,0.079122,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,4,resid_out,0.750000,1.099449,0.038791,1.148924,253.629150,253.637711,253.634369,0.999966,0.999979,0.087773,0.087773,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,4,resid_in,1.000000,1.119074,0.029036,1.177097,15.857339,15.919147,15.857332,0.996117,1.000000,0.457422,0.457422,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,4,resid_out,1.000000,1.112052,0.026051,1.163526,253.637589,253.637711,253.634369,1.000000,1.000013,0.144524,0.144524,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,5,resid_in,0.500000,0.849330,0.262610,1.019191,253.626877,253.637711,253.634369,0.999957,0.999970,0.072482,0.072482,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,5,resid_out,0.500000,0.922012,0.142265,1.065166,265.426270,265.441467,265.438049,0.999943,0.999956,0.050548,0.050548,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,5,resid_in,0.750000,1.099449,0.038791,1.148924,253.629150,253.637711,253.634369,0.999966,0.999979,0.087773,0.087773,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,5,resid_out,0.750000,1.091609,0.031590,1.137396,265.429504,265.441467,265.438049,0.999955,0.999968,0.072499,0.072499,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,5,resid_in,1.000000,1.112052,0.026051,1.163526,253.637589,253.637711,253.634369,1.000000,1.000013,0.144524,0.144524,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,5,resid_out,1.000000,1.110534,0.027364,1.161459,265.441040,265.441467,265.438049,0.999998,1.000011,0.150775,0.150775,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,6,resid_in,0.500000,0.922012,0.142265,1.065166,265.426270,265.441467,265.438049,0.999943,0.999956,0.050548,0.050548,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,6,resid_out,0.500000,1.036283,0.115148,1.159589,271.245636,271.267334,271.264191,0.999920,0.999932,0.025205,0.025205,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,6,resid_in,0.750000,1.091609,0.031590,1.137396,265.429504,265.441467,265.438049,0.999955,0.999968,0.072499,0.072499,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,6,resid_out,0.750000,1.099745,0.023321,1.145266,271.250641,271.267334,271.264191,0.999938,0.999950,0.059542,0.059542,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,6,resid_in,1.000000,1.110534,0.027364,1.161459,265.441040,265.441467,265.438049,0.999998,1.000011,0.150775,0.150775,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,6,resid_out,1.000000,1.120282,0.025936,1.172826,271.266998,271.267334,271.264191,0.999999,1.000010,0.171764,0.171764,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,7,resid_in,0.500000,1.036283,0.115148,1.159589,271.245636,271.267334,271.264191,0.999920,0.999932,0.025205,0.025205,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,7,resid_out,0.500000,1.006462,0.076414,1.095656,293.288574,293.319977,293.314850,0.999893,0.999910,0.018571,0.018571,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,7,resid_in,0.750000,1.099745,0.023321,1.145266,271.250641,271.267334,271.264191,0.999938,0.999950,0.059542,0.059542,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,7,resid_out,0.750000,1.105957,0.018852,1.153858,293.295593,293.319977,293.314850,0.999917,0.999934,0.067492,0.067492,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,7,resid_in,1.000000,1.120282,0.025936,1.172826,271.266998,271.267334,271.264191,0.999999,1.000010,0.171764,0.171764,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,7,resid_out,1.000000,1.126532,0.026234,1.181025,293.319061,293.319977,293.314850,0.999997,1.000014,0.231056,0.231056,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,8,resid_in,0.500000,1.006462,0.076414,1.095656,293.288574,293.319977,293.314850,0.999893,0.999910,0.018571,0.018571,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_chance_given,8,resid_out,0.500000,1.058744,0.099222,1.177694,316.118103,316.156891,316.147400,0.999877,0.999907,-0.016274,0.016274,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,8,resid_in,0.750000,1.105957,0.018852,1.153858,293.295593,293.319977,293.314850,0.999917,0.999934,0.067492,0.067492,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,8,resid_out,0.750000,1.085440,0.017388,1.133449,316.125458,316.156891,316.147400,0.999901,0.999931,0.035693,0.035693,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,8,resid_in,1.000000,1.126532,0.026234,1.181025,293.319061,293.319977,293.314850,0.999997,1.000014,0.231056,0.231056,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_chance_given,8,resid_out,1.000000,1.119451,0.025217,1.169154,316.152130,316.156891,316.147400,0.999985,1.000015,0.224153,0.224153,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,0,resid_in,0.750000,1.027398,0.182708,1.272300,0.260785,0.319637,0.302133,0.815880,0.863147,-0.715056,0.715056,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,0,resid_out,0.750000,1.058648,0.133781,1.278443,8.231536,8.253574,8.248110,0.997330,0.997991,-0.570236,0.570236,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,0,mlp_out,0.750000,0.853003,0.079398,0.982101,8.029924,8.047784,8.043253,0.997781,0.998343,-0.778237,0.778237,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,0,resid_in,1.000000,1.044007,0.150297,1.270101,0.302134,0.319637,0.302133,0.945240,1.000001,0.328113,0.328113,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,0,resid_out,1.000000,1.083953,0.107095,1.282466,8.248150,8.253574,8.248110,0.999343,1.000005,-0.074694,0.074694,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,0,mlp_out,1.000000,1.102622,0.097860,1.301009,8.043310,8.047784,8.043253,0.999444,1.000007,-0.304172,0.304172,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,1,resid_in,0.750000,1.058648,0.133781,1.278443,8.231536,8.253574,8.248110,0.997330,0.997991,-0.570236,0.570236,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,1,resid_out,0.750000,1.163116,0.034556,1.288397,14.807098,14.841288,14.839801,0.997696,0.997796,-0.179125,0.179125,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,1,resid_in,1.000000,1.083953,0.107095,1.282466,8.248150,8.253574,8.248110,0.999343,1.000005,-0.074694,0.074694,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,1,resid_out,1.000000,1.152677,0.015242,1.201083,14.839836,14.841288,14.839801,0.999902,1.000002,0.587589,0.587589,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,1,mlp_out,1.000000,0.841959,0.156027,1.007680,7.261672,7.272849,7.261655,0.998463,1.000002,0.739889,0.739889,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,2,resid_in,0.750000,1.163116,0.034556,1.288397,14.807098,14.841288,14.839801,0.997696,0.997796,-0.179125,0.179125,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,2,resid_out,0.750000,1.127957,0.018592,1.163775,15.615100,15.683470,15.674150,0.995641,0.996233,-0.245032,0.245032,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,2,resid_in,1.000000,1.152677,0.015242,1.201083,14.839836,14.841288,14.839801,0.999902,1.000002,0.587589,0.587589,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,2,resid_out,1.000000,1.102129,0.014028,1.130556,15.674160,15.683470,15.674150,0.999406,1.000001,0.511053,0.511053,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,3,resid_in,0.750000,1.127957,0.018592,1.163775,15.615100,15.683470,15.674150,0.995641,0.996233,-0.245032,0.245032,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,3,resid_out,0.750000,1.110888,0.018186,1.147412,15.791714,15.915411,15.873595,0.992228,0.994842,0.007909,0.007909,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,3,resid_in,1.000000,1.102129,0.014028,1.130556,15.674160,15.683470,15.674150,0.999406,1.000001,0.511053,0.511053,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,3,resid_out,1.000000,1.099827,0.013916,1.127944,15.873591,15.915411,15.873595,0.997372,1.000000,0.568746,0.568746,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,4,resid_out,0.500000,0.882583,0.103126,1.024553,253.628036,253.637650,253.635880,0.999962,0.999969,0.080281,0.080281,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,4,resid_in,0.750000,1.110888,0.018186,1.147412,15.791714,15.915411,15.873595,0.992228,0.994842,0.007909,0.007909,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,4,resid_out,0.750000,1.087421,0.015740,1.120121,253.630585,253.637650,253.635880,0.999972,0.999979,0.097419,0.097419,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,4,resid_in,1.000000,1.099827,0.013916,1.127944,15.873591,15.915411,15.873595,0.997372,1.000000,0.568746,0.568746,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,4,resid_out,1.000000,1.093095,0.013471,1.120102,253.639145,253.637650,253.635880,1.000006,1.000013,0.154991,0.154991,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,5,resid_in,0.500000,0.882583,0.103126,1.024553,253.628036,253.637650,253.635880,0.999962,0.999969,0.080281,0.080281,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,5,resid_out,0.500000,0.973151,0.042309,1.036998,265.429260,265.443329,265.442993,0.999947,0.999948,0.070842,0.070842,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,5,resid_in,0.750000,1.087421,0.015740,1.120121,253.630585,253.637650,253.635880,0.999972,0.999979,0.097419,0.097419,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,5,resid_out,0.750000,1.070844,0.017077,1.105915,265.433441,265.443329,265.442993,0.999963,0.999964,0.099212,0.099212,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,5,resid_in,1.000000,1.093095,0.013471,1.120102,253.639145,253.637650,253.635880,1.000006,1.000013,0.154991,0.154991,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,5,resid_out,1.000000,1.089680,0.012905,1.116420,265.445923,265.443329,265.442993,1.000010,1.000011,0.183907,0.183907,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,6,resid_in,0.500000,0.973151,0.042309,1.036998,265.429260,265.443329,265.442993,0.999947,0.999948,0.070842,0.070842,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,6,resid_out,0.500000,1.045407,0.059437,1.118780,271.249573,271.269897,271.268433,0.999925,0.999930,0.052214,0.052214,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,6,resid_in,0.750000,1.070844,0.017077,1.105915,265.433441,265.443329,265.442993,0.999963,0.999964,0.099212,0.099212,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,6,resid_out,0.750000,1.085433,0.018674,1.122950,271.254761,271.269897,271.268433,0.999944,0.999950,0.087807,0.087807,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,6,resid_in,1.000000,1.089680,0.012905,1.116420,265.445923,265.443329,265.442993,1.000010,1.000011,0.183907,0.183907,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,6,resid_out,1.000000,1.087121,0.012287,1.113558,271.271118,271.269897,271.268433,1.000004,1.000010,0.200028,0.200028,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,7,resid_in,0.500000,1.045407,0.059437,1.118780,271.249573,271.269897,271.268433,0.999925,0.999930,0.052214,0.052214,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,7,resid_out,0.500000,0.992585,0.035478,1.070306,293.290436,293.318817,293.315033,0.999903,0.999916,0.031546,0.031546,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,7,resid_in,0.750000,1.085433,0.018674,1.122950,271.254761,271.269897,271.268433,0.999944,0.999950,0.087807,0.087807,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,7,resid_out,0.750000,1.063683,0.014664,1.095977,293.297241,293.318817,293.315033,0.999926,0.999939,0.078977,0.078977,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,7,resid_in,1.000000,1.087121,0.012287,1.113558,271.271118,271.269897,271.268433,1.000004,1.000010,0.200028,0.200028,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,7,resid_out,1.000000,1.081767,0.011361,1.107943,293.319427,293.318817,293.315033,1.000002,1.000015,0.233608,0.233608,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,8,resid_in,0.500000,0.992585,0.035478,1.070306,293.290436,293.318817,293.315033,0.999903,0.999916,0.031546,0.031546,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,8,resid_out,0.500000,0.950001,0.022473,0.995799,316.125305,316.159454,316.158325,0.999892,0.999896,0.034614,0.034614,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_warning_given,8,resid_in,0.750000,1.063683,0.014664,1.095977,293.297241,293.318817,293.315033,0.999926,0.999939,0.078977,0.078977,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,8,resid_out,0.750000,1.055089,0.016759,1.084515,316.134613,316.159454,316.158325,0.999921,0.999925,0.100382,0.100382,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,8,resid_in,1.000000,1.081767,0.011361,1.107943,293.319427,293.318817,293.315033,1.000002,1.000015,0.233608,0.233608,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_warning_given,8,resid_out,1.000000,1.084723,0.011387,1.110594,316.163025,316.159454,316.158325,1.000011,1.000015,0.301133,0.301133,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,0,resid_in,0.750000,1.084438,0.163904,1.265977,0.261571,0.321006,0.303919,0.814847,0.860660,-0.695238,0.695238,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,0,resid_out,0.750000,1.063986,0.106871,1.201533,8.232396,8.250718,8.248551,0.997779,0.998041,-0.544578,0.544578,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,0,resid_in,1.000000,1.068720,0.138375,1.226766,0.303919,0.321006,0.303919,0.946771,1.000002,0.373161,0.373161,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,0,resid_out,1.000000,1.070161,0.113078,1.213133,8.248588,8.250718,8.248551,0.999742,1.000004,-0.061638,0.061638,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,0,mlp_out,1.000000,1.018766,0.112739,1.177471,8.043034,8.043299,8.042981,0.999967,1.000007,-0.313967,0.313967,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_role_offered,1,resid_in,0.750000,1.063986,0.106871,1.201533,8.232396,8.250718,8.248551,0.997779,0.998041,-0.544578,0.544578,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,1,resid_out,0.750000,1.069810,0.079715,1.200706,14.810200,14.831458,14.848439,0.998567,0.997425,-0.106492,0.106492,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,1,resid_in,1.000000,1.070161,0.113078,1.213133,8.248588,8.250718,8.248551,0.999742,1.000004,-0.061638,0.061638,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,1,resid_out,1.000000,1.077670,0.065758,1.185682,14.848482,14.831458,14.848439,1.001148,1.000003,0.790077,0.790077,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,1,mlp_out,1.000000,0.870531,0.129582,1.059270,7.276491,7.271886,7.276478,1.000633,1.000002,1.271529,1.271529,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_role_offered,2,resid_out,0.500000,0.800853,0.191910,0.957590,15.596090,15.676952,15.678802,0.994842,0.994725,-0.488392,0.488392,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_role_offered,2,resid_in,0.750000,1.069810,0.079715,1.200706,14.810200,14.831458,14.848439,0.998567,0.997425,-0.106492,0.106492,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,2,resid_out,0.750000,1.057303,0.043997,1.152317,15.617007,15.676952,15.678802,0.996176,0.996059,-0.220614,0.220614,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,2,resid_in,1.000000,1.077670,0.065758,1.185682,14.848482,14.831458,14.848439,1.001148,1.000003,0.790077,0.790077,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,2,resid_out,1.000000,1.087478,0.027863,1.159765,15.678817,15.676952,15.678802,1.000119,1.000001,0.570669,0.570669,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
glm4,passive,dative_passive,pass_role_offered,3,resid_in,0.500000,0.800853,0.191910,0.957590,15.596090,15.676952,15.678802,0.994842,0.994725,-0.488392,0.488392,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
glm4,passive,dative_passive,pass_role_offered,3,resid_in,0.750000,1.057303,0.043997,1.152317,15.617007,15.676952,15.678802,0.996176,0.996059,-0.220614,0.220614,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
